Start_date,End_Date,Crime,Current,Prior,Ratio,28Day_Current,28Day_Prior,28Day_Ratio,YTD_Current,YTD_Prior,YTD_Ratio,2YR(2019),11YR(2010),28YR(1993),Volume_Number,Number_number,Mayor,Commissioner,Precinct
  12/28/2020,  1/3/2021,Burglary,2,1,100,9,5,80,1,1,0,***.*,***.*,-88.9,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,12,12,0,30,53,-43.4,5,5,0,25,400,25,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,G.L.A.,10,4,150,17,10,70,2,2,0,***.*,-50,-93.3,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,TOTAL,32,27,18.52,90,107,-15.89,13,12,8.33,116.67,8.33,-75,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,3,-100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,11,21,-47.6,59,70,-15.7,2,12,-83.3,-71.4,-33.3,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,7,8,-12.5,27,29,-6.9,3,3,0,-57.1,-50,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,0,2,-100,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,2,2,0,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,2,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,106th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Rape,0,1,-100,1,1,0,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Robbery,5,5,0,14,14,0,2,2,0,100,100,-60,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,5,6,-16.7,27,30,-10,3,4,-25,-25,200,-57.1,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Burglary,4,1,300,22,6,266.7,2,1,100,-50,-50,-77.8,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,4,6,-33.3,26,45,-42.2,0,3,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,G.L.A.,6,3,100,17,25,-32,2,2,0,***.*,-33.3,-88.9,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,TOTAL,24,22,9.09,107,121,-11.57,9,13,-30.77,-30.77,-18.18,-79.07,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,29,15,93.3,91,92,-1.1,11,3,266.7,175,175,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,16,9,77.8,39,36,8.3,7,2,250,-30,40,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,1,-100,1,1,0,0,1,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,4,7,-42.9,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,3,0,***.*,4,1,300,3,0,***.*,***.*,***.*,200,28,53,Bill de Blasio,Dermot Shea,105th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Robbery,3,2,50,11,16,-31.3,0,1,-100,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,4,-75,13,22,-40.9,1,1,0,-50,0,-66.7,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Burglary,9,3,200,32,18,77.8,3,1,200,50,-25,-85,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,8,6,33.3,39,42,-7.1,4,4,0,33.3,33.3,300,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,G.L.A.,7,2,250,16,5,220,4,0,***.*,300,100,-75,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,TOTAL,28,17,64.71,111,104,6.73,12,7,71.43,9.09,20,-76,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,28,22,27.3,102,103,-1,11,6,83.3,57.1,120,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,6,11,-45.5,31,38,-18.4,5,5,0,-16.7,-37.5,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,1,-100,3,3,0,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,104th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Rape,1,1,0,1,2,-50,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Robbery,4,9,-55.6,20,34,-41.2,2,2,0,***.*,-33.3,-77.8,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,8,8,0,38,37,2.7,5,2,150,400,150,-16.7,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Burglary,5,2,150,11,21,-47.6,3,1,200,200,***.*,-70,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,12,-58.3,28,39,-28.2,1,3,-66.7,-50,***.*,-83.3,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,G.L.A.,3,5,-40,14,11,27.3,2,2,0,100,100,-75,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,TOTAL,26,37,-29.73,112,144,-22.22,14,10,40,180,133.33,-64.1,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Transit,0,1,-100,0,5,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Housing,0,2,-100,2,4,-50,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,20,24,-16.7,104,108,-3.7,5,6,-16.7,-54.5,66.7,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,8,12,-33.3,32,50,-36,3,2,50,-50,-70,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,1,0,2,2,0,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,2,-100,2,3,-33.3,0,2,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,4,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,103rd Precinct
  12/28/2020,  1/3/2021,Murder,1,0,***.*,1,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,2,1,100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Robbery,1,1,0,6,14,-57.1,0,1,-100,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Fel. Assault,4,1,300,14,10,40,3,1,200,200,200,0,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Burglary,1,2,-50,9,5,80,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,1,400,17,14,21.4,1,0,***.*,-50,***.*,0,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,G.L.A.,2,1,100,9,5,80,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,TOTAL,14,6,133.33,58,49,18.37,5,4,25,25,66.67,-92.06,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Petit Larceny,16,12,33.3,79,67,17.9,3,4,-25,-57.1,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Misd. Assault,3,14,-78.6,29,48,-39.6,0,6,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,2,1,100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,4,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,3,0,***.*,3,0,***.*,3,0,***.*,***.*,***.*,200,28,53,Bill de Blasio,Dermot Shea,102nd Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,1,2,-50,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Robbery,1,3,-66.7,5,11,-54.5,1,1,0,-50,-50,-66.7,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Fel. Assault,7,6,16.7,23,20,15,2,3,-33.3,-50,100,0,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Burglary,0,0,***.*,3,6,-50,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,1,2,-50,4,15,-73.3,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,G.L.A.,0,0,***.*,2,2,0,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,TOTAL,10,11,-9.09,38,56,-32.14,4,6,-33.33,-42.86,-42.86,-71.43,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,2,-100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Housing,2,2,0,3,3,0,1,0,***.*,0,0,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Petit Larceny,15,12,25,61,54,13,4,5,-20,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Misd. Assault,8,9,-11.1,27,37,-27,3,6,-50,-57.1,-25,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,0,***.*,2,2,0,1,0,***.*,0,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,2,1,100,4,7,-42.9,1,0,***.*,-50,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,4,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,101st Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Robbery,1,0,***.*,5,4,25,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,1,0,***.*,6,2,200,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Burglary,1,1,0,2,1,100,1,0,***.*,***.*,***.*,-87.5,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,1,2,-50,7,7,0,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,G.L.A.,0,1,-100,1,4,-75,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,TOTAL,4,4,0,21,19,10.53,1,0,***.*,-66.67,***.*,-91.67,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Housing,0,0,***.*,0,2,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,6,14,-57.1,26,45,-42.2,4,3,33.3,-42.9,100,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,6,5,20,17,19,-10.5,4,1,300,***.*,33.3,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,0,***.*,1,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,1,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,100th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,1,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Robbery,0,1,-100,3,3,0,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,4,0,***.*,11,1,"1,000.00",0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Burglary,9,5,80,20,13,53.8,4,3,33.3,***.*,***.*,-60,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,11,-54.5,24,33,-27.3,2,5,-60,-50,0,-50,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,0,***.*,5,4,25,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,TOTAL,20,17,17.65,64,54,18.52,7,8,-12.5,0,75,-73.08,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,2,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Housing,2,1,100,5,1,400,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,11,10,10,59,44,34.1,1,5,-80,0,0,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,2,4,-50,14,13,7.7,1,1,0,-66.7,-80,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,1,0,1,1,0,1,1,0,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,2,2,0,2,5,-60,2,1,100,100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,94th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,0,0,***.*,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Robbery,4,1,300,13,9,44.4,2,0,***.*,-33.3,100,-77.8,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,5,3,66.7,21,7,200,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Burglary,6,6,0,21,17,23.5,2,2,0,***.*,-60,-66.7,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,7,13,-46.2,33,41,-19.5,1,8,-87.5,-85.7,-66.7,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,G.L.A.,2,2,0,11,6,83.3,0,2,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,TOTAL,24,25,-4,99,80,23.75,5,14,-64.29,-68.75,-58.33,-84.38,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,2,-100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Housing,3,1,200,15,5,200,0,1,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,15,13,15.4,81,73,11,1,3,-66.7,-88.9,-83.3,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,6,9,-33.3,25,41,-39,3,5,-40,-62.5,-50,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,2,1,100,0,0,***.*,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,3,2,50,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,1,0,***.*,6,1,500,0,0,***.*,***.*,-100,-100,28,53,Bill de Blasio,Dermot Shea,90th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,1,2,-50,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Robbery,0,5,-100,4,13,-69.2,0,0,***.*,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,4,4,0,10,12,-16.7,2,2,0,-33.3,***.*,-66.7,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Burglary,2,6,-66.7,6,14,-57.1,1,4,-75,***.*,***.*,-66.7,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,2,7,-71.4,17,29,-41.4,0,5,-100,-100,-100,-100,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,G.L.A.,1,0,***.*,5,0,***.*,0,0,***.*,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,TOTAL,9,22,-59.09,43,70,-38.57,3,11,-72.73,-62.5,0,-84.21,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Transit,0,0,***.*,0,4,-100,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Housing,1,5,-80,9,12,-25,0,2,-100,-100,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,10,11,-9.1,49,49,0,0,4,-100,-100,-100,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,5,3,66.7,16,22,-27.3,2,0,***.*,-60,100,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,0,0,***.*,2,3,-33.3,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,0,0,***.*,1,1,0,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,1,-100,1,1,0,0,1,-100,-100,***.*,-100,28,53,Bill de Blasio,Dermot Shea,88th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Rape,1,0,***.*,1,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Robbery,3,7,-57.1,6,16,-62.5,2,3,-33.3,100,-50,-71.4,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Fel. Assault,3,3,0,8,7,14.3,1,3,-66.7,0,***.*,-66.7,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Burglary,4,4,0,8,9,-11.1,1,3,-66.7,-75,***.*,-80,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Gr. Larceny,5,14,-64.3,23,50,-54,1,6,-83.3,-85.7,-66.7,-50,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,G.L.A.,0,1,-100,0,2,-100,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,TOTAL,16,29,-44.83,46,84,-45.24,6,15,-60,-53.85,-14.29,-75,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Transit,0,5,-100,2,13,-84.6,0,5,-100,***.*,-100,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Housing,1,2,-50,3,6,-50,0,1,-100,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Petit Larceny,19,17,11.8,72,86,-16.3,6,5,20,-53.8,20,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Misd. Assault,5,6,-16.7,16,28,-42.9,1,3,-66.7,-50,-75,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Misd. Sex Crimes,1,0,***.*,1,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Shooting Vic.,1,0,***.*,2,0,***.*,1,0,***.*,***.*,***.*,***.*,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Shooting Inc.,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,84th Precinct
  12/28/2020,  1/3/2021,Murder,0,0,***.*,0,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
  12/28/2020,  1/3/2021,Rape,0,0,***.*,2,0,***.*,0,0,***.*,***.*,***.*,-100,28,53,Bill de Blasio,Dermot Shea,83rd Precinct
